hmid,moment,concepts,agency,social,age,country,gender,married,parenthood,reflection,duration
109962,I found out there would be a free catered lunch at work today.,food|career,no,no,37,USA,m,married,y,24h,a_few_minutes
109992,Getting to go to the grocery store by myself without my kids.,shopping|food,yes,no,37,USA,f,married,y,24h,a_few_minutes
109995,When my girlfriend brought me coffee to bed this morning.,romance|food,no,yes,26,SRB,m,single,n,24h,at_least_one_hour
109998,Watching a funny video that my boyfriend tagged me in on Facebook.,entertainment,yes,yes,28,USA,f,single,n,24h,a_few_minutes
110000,My boss complimented my work ethic after I arrived at work a little bit early!,career,no,yes,21,USA,m,single,n,24h,at_least_one_hour
110002,My sister and I were talking and she told me a really funny story about an event that happened to her yesterday and we both laughed for a long time.,family|conversation,yes,yes,23,USA,m,single,n,24h,at_least_one_hour
110005,A Great sex with my girlfriend makes me feel awesome,romance,yes,yes,25,IND,m,single,n,24h,all_day_im_still_feeling_it
110009,My cheerleader daughter was finally able to master her scorpion pose; she has been working on it for WEEKS!,family,no,yes,34,USA,f,married,y,24h,all_day_im_still_feeling_it
110023,My girlfriend bought me a present,romance,no,yes,23,USA,m,single,n,24h,at_least_one_hour
110029,Bought all the ingredients for a special lunch I want to make.,shopping|food,yes,no,25,VEN,m,single,n,24h,a_few_minutes
110036,"A couple of friends came to my house to talk, have beers and chicken nuggets.",food,yes,yes,27,GTM,f,single,n,24h,half_a_day
110039,"I hiked through the Sourland trails in the rain, it was beautiful!",weather|exercise,yes,no,28,USA,m,single,n,24h,half_a_day
110074,Today is my brothers birthday and I will get to celebrate it with him at a restaurant for dinner,party,yes,yes,27,USA,m,single,n,24h,at_least_one_hour
110076,An event that made me happy was going out shopping with my daughter for her first formal dress.,family|shopping,yes,yes,42,USA,f,married,y,24h,half_a_day
110082,I arrived home after a full day of work to see and kiss my fiance.,romance,yes,yes,30,USA,m,single,n,24h,a_few_minutes
110084,My younger son does not like to eat but he ate his whole dinner last night.,family|food,no,yes,39,USA,m,married,y,24h,a_few_minutes
110100,My son came to meet me which made me happy,family,no,yes,66,IND,f,married,y,24h,all_day_im_still_feeling_it
110113,I woke up to a beautiful sunrise today.,weather,no,no,27,USA,m,single,n,24h,a_few_minutes
110115,Finding a lost cat.,animals,yes,no,29,USA,m,married,n,24h,all_day_im_still_feeling_it
110118,Yesterday my mom and I spent some mom and daughter time together; we went to lunch and Office Depot.,family,yes,yes,31,USA,f,single,n,24h,all_day_im_still_feeling_it
110119,I have celebrated my marriage anniversary yesterday very happily and joyfully,party|romance|family,yes,yes,49,IND,m,married,y,24h,all_day_im_still_feeling_it
110130,I was very happy when I was able to get a dozen of my favorite cookies at Subway yesterday.,food|shopping,yes,no,21,USA,f,married,y,24h,all_day_im_still_feeling_it
110135,Finished watching Unbreakable Kimmy Schmidt: Season 3.,entertainment,yes,no,32,USA,m,single,n,24h,half_a_day
110140,I received praised from a client for work I did on a project.,career,no,yes,24,USA,m,single,n,24h,at_least_one_hour
110155,Watched a movie with friends,entertainment,yes,yes,24,USA,f,single,n,24h,half_a_day
110157,I was happy while I was playing with my child.,entertainment,yes,yes,28,USA,m,married,y,24h,at_least_one_hour
110163,My daughter said something that sounded like mama.,family,no,yes,30,USA,m,married,y,24h,all_day_im_still_feeling_it
110166,I grabbed a pizza from a new restaurant and it turned out to be really good.,food,yes,no,26,USA,m,single,n,24h,at_least_one_hour
110180,I got to listen to some new music.,entertainment,yes,no,48,USA,m,single,n,24h,all_day_im_still_feeling_it
110185,ate a very delicious lunch my wife made for me yesterday.,food|family,yes,yes,30,USA,m,married,y,24h,at_least_one_hour
110189,Petting and cuddling with one of my cats made me happy last night.,animals,yes,no,40,USA,f,divorced,y,24h,all_day_im_still_feeling_it
110199,"Having an ultrasound in the hospital and seeing my baby move around in my belly, hearing that everything is fine.",family,yes,yes,35,DEU,f,married,y,24h,all_day_im_still_feeling_it
110204,My boyfriend's aunt told us a funny story about a client she defended.,romance|family,no,yes,41,USA,f,single,n,24h,a_few_minutes
110205,Going for a date with my girl friend,romance,yes,yes,21,IND,m,single,n,24h,at_least_one_hour
110207,I went to dinner with my step son and two kids.,family|food,yes,yes,30,USA,f,married,y,24h,all_day_im_still_feeling_it
110209,I got an email that said that I now have the Master's qualification on MTurk.,technology,no,no,48,USA,f,widowed,y,24h,all_day_im_still_feeling_it
110225,An event that made me happy in the last 24 hrs is hearing my 5 month old daughter laughing.,family,yes,yes,29,USA,f,married,y,24h,all_day_im_still_feeling_it
110242,I received a call from both my mom and my mother in law checking up on us.,family,no,yes,25,USA,f,married,n,24h,at_least_one_hour
110247,I woke up and my dog was at my feet.,animals,yes,no,18,USA,m,single,n,24h,a_few_minutes
110252,My 13 month old daughter ran up to me last night and gave me a huge hug and kiss just out of the blue.,family,no,yes,32,USA,f,married,y,24h,all_day_im_still_feeling_it
110274,I was happy when I went on a date with my girlfriend last night.,romance,yes,yes,34,USA,m,single,n,24h,half_a_day
110283,Ate some hershey chocolate after dinner.,food,yes,no,29,USA,m,single,n,24h,a_few_minutes
110293,HOLIDAY VACATION WITH MY  FRIENDS,vacation,no,yes,31,IND,f,married,y,24h,all_day_im_still_feeling_it
110302,HOLIDAY VACATION WITH MY FRIENDS,vacation,yes,yes,33,IND,m,married,y,24h,half_a_day
110309,HOLIDAY VACATION WITH MY FRIENDS,vacation,yes,yes,32,IND,m,married,y,24h,half_a_day
110312,HOLIDAY VACATION WITH MY FRIENDS,vacation,yes,yes,32,IND,f,married,y,24h,half_a_day
110344,"When I went to see my girlfriend which I have not seen in over a month, we went to see Guardians of The Galaxy 2.",romance|entertainment,yes,yes,27,USA,m,single,n,24h,half_a_day
110366,I ate a bowl full of strawberries.,food,yes,no,25,USA,m,single,n,24h,a_few_minutes
110368,My baby son got his first toys and he's laughing much more than usual,family,no,yes,29,USA,m,single,y,24h,all_day_im_still_feeling_it
110373,I watched an amazing though provoking movie.,romance,yes,no,33,USA,f,married,y,24h,half_a_day
110388,In the past 24 hours I went for a movie which was very good n I met my old school friend in the threaten n had a good time with her,entertainment,yes,yes,35,IND,f,single,n,24h,half_a_day
110418,Found a really good deal on pet carriers for my upcoming trip.,shopping|vacation,yes,no,26,USA,f,single,n,24h,at_least_one_hour
110445,I found a cute dog toy while online shopping I think is perfect for my friends dog and I look forward to getting it for her.,animals|shopping,yes,no,28,USA,m,single,n,24h,at_least_one_hour
110451,"I finished baking a loaf of pumpkin bread, and the flavor and texture both turned out much better than expected.",food,yes,no,22,USA,o,single,n,24h,half_a_day
110452,I become decision maker in my family.,family,yes,yes,27,IND,m,single,n,24h,all_day_im_still_feeling_it
110466,My happy moment was am get a offer letter from a TOP MNC Company after i receive that i feel very happy.,career,no,no,24,IND,f,single,n,24h,half_a_day
110469,I was able to take get my boss to approve me being off this Friday so that my wife and I can go to some wineries.,romance|family,yes,yes,29,USA,m,married,y,24h,a_few_minutes
110477,I installed a tv in my kitchen.,entertainment,yes,no,35,USA,m,married,y,24h,at_least_one_hour
110513,I was able to get the grass cut before it started raining,weather,yes,no,29,USA,m,married,y,24h,at_least_one_hour
110523,I got to have indian food for dinner,food,yes,no,25,USA,m,married,n,24h,at_least_one_hour
110528,My husband took me out for a date night to celebrate last night.,romance,no,yes,27,USA,f,married,y,24h,all_day_im_still_feeling_it
110529,I went to the coffee shop and bought over two kilos of arabica.,shopping|food,yes,no,44,THA,m,married,y,24h,half_a_day
110563,I played with my son for a long time and he loved it.,family|entertainment,yes,yes,23,USA,m,married,y,24h,half_a_day
110565,"I got a new King sized bed, first time I've ever owned one that large!",shopping,yes,no,38,USA,m,married,y,24h,at_least_one_hour
110566,I received my mom's old Ipad for free.,family,yes,no,30,USA,m,single,n,24h,half_a_day
110571,I got a new job that I like.,career,no,no,26,USA,f,married,y,24h,all_day_im_still_feeling_it
110583,I had the day off from work.,career,yes,no,35,USA,m,single,n,24h,all_day_im_still_feeling_it
110584,yesterday i cooked fried fish,food,yes,no,24,USA,m,single,n,24h,at_least_one_hour
110617,We stopped by his office before coming home and I got to see one of his co-workers that I consider a friend.,career,no,yes,30,USA,f,married,n,24h,all_day_im_still_feeling_it
110618,My daughter wanted to walk home with me and hold my hand.,family,no,yes,33,USA,m,single,y,24h,a_few_minutes
110634,I talked to my nephew.,conversation|family,yes,yes,33,USA,f,single,n,24h,at_least_one_hour
110640,My son hit a scored a goal in his soccer game.,entertainment|family|exercise,no,yes,44,USA,f,married,y,24h,all_day_im_still_feeling_it
110645,I was able to get to work super early to get a project done.,career,yes,no,23,USA,m,single,n,24h,all_day_im_still_feeling_it
110655,Watching Phil Defranco's family channel made me happy,entertainment|family,yes,no,27,USA,f,single,y,24h,a_few_minutes
110657,My daughter wanted so badly to go to school with my son this morning this makes me so excited because the transition to school will be easier for her and I am proud my daughter wants to go to school.,family|education,no,yes,34,USA,f,married,y,24h,all_day_im_still_feeling_it
110661,I enjoyed the cool morning.,weather,yes,no,68,USA,f,separated,y,24h,at_least_one_hour
110670,I discovered a great place to set up a base camp to climb a couple peaks.,entertainment|exercise,yes,no,44,USA,m,single,n,24h,at_least_one_hour
110676,Going to my favorite Chinese resturant in downtown Evansville Indiana,food,yes,no,29,USA,m,married,y,24h,half_a_day
110677,"My favorite NBA team, the Golden State Warriors, swept the Spurs last night and are now on to the NBA Finals.",entertainment,no,yes,39,USA,m,single,n,24h,all_day_im_still_feeling_it
110678,My new Dodgers hat arrived in the mail.,shopping|entertainment,no,no,34,USA,m,single,n,24h,at_least_one_hour
110681,I found out my fiance will get a insurance settlement that she's been going to court for.,family,no,yes,36,USA,m,divorced,y,24h,all_day_im_still_feeling_it
110682,"My son drew me a card, I thought he was really cute and just made my day.",family,no,yes,27,USA,f,married,y,24h,all_day_im_still_feeling_it
110700,We went to a summer festival event and purchased household items.,shopping,no,yes,31,IND,m,married,y,24h,at_least_one_hour
110701,i was with my girlfriend at the cinema.,romance,yes,yes,22,ALB,m,single,n,24h,half_a_day
110716,My favorite band released a new song for the first time  and it was really good.,entertainment,yes,no,26,USA,f,single,n,24h,at_least_one_hour
110724,I finally got to watch the season finale of my favorite show.,entertainment,yes,no,31,USA,f,single,n,24h,at_least_one_hour
110730,Our air conditioning broke down and the repair man came to fix it finally.,exercise,no,yes,51,USA,f,married,n,24h,half_a_day
110732,An event that made me happy was hearing a song that i had not heard since my high school years.,education,yes,no,60,USA,m,married,y,24h,half_a_day
110741,My wife is getting closer to her summer vacation,vacation|family,no,yes,53,USA,f,married,n,24h,a_few_minutes
110746,"I discovered the best granola in the world, and am hooked.",food,yes,no,45,USA,m,divorced,n,24h,at_least_one_hour
110752,"I ate a great, huge dinner that was prepared by my significant other.",food,yes,yes,32,USA,m,single,n,24h,half_a_day
110754,I performed oral sex on my wife,romance|family,yes,no,62,USA,m,married,y,24h,at_least_one_hour
110756,Yesterday after work my boyfriend and I went on a 3 mile hike in the woods and I really enjoyed being out in nature.,romance,yes,yes,26,USA,f,single,n,24h,half_a_day
110767,I ate an ice cream cone that cooled me off.,food,yes,no,46,USA,f,single,n,24h,at_least_one_hour
110768,Played Scrabble with my wife,romance|family,yes,yes,26,USA,m,married,n,24h,half_a_day
110778,Going out to dinner with my wife.,food|romance,yes,yes,29,USA,m,single,n,24h,at_least_one_hour
110787,I was able to register for fall.classes and tuition was under $1000,education,yes,no,41,USA,f,single,y,24h,half_a_day
110792,The first time I had sex omg it was the most amazing and scariest thing at the same time and I am sure all of use can agree with this one.,romance,yes,yes,35,USA,m,single,n,24h,all_day_im_still_feeling_it
110797,I had a job interview that went surprisingly well.,career,yes,yes,21,USA,m,single,n,24h,at_least_one_hour
110804,My son's percussion ensemble put on a pretty nice performance,family,no,yes,37,USA,f,single,y,24h,half_a_day
110829,"My sister called and we had a nice long chat, which we haven't had in a while.",conversation|family,yes,yes,32,USA,f,married,n,24h,half_a_day
