hmid,agency,social
2249,yes,no
2251,yes,yes
2252,yes,yes
2253,yes,yes
2254,no,yes
2255,yes,yes
2256,yes,no
2257,yes,no
2258,yes,no
2259,yes,yes
2260,yes,yes
2261,yes,yes
2262,yes,yes
2263,yes,no
2264,yes,no
2265,yes,no
2266,yes,no
2267,yes,no
2271,yes,no
2272,yes,no
2273,yes,no
2274,yes,no
2275,yes,yes
2276,yes,yes
2277,yes,yes
2278,yes,no
2279,yes,no
2280,yes,no
2281,yes,no
2282,yes,no
2283,no,no
2284,yes,no
2285,no,no
2286,no,yes
2287,yes,no
2288,no,yes
2289,no,yes
2290,no,no
2291,no,yes
2295,no,yes
2296,no,yes
2297,yes,no
2298,yes,yes
2299,yes,no
2300,no,yes
2301,no,no
2302,yes,no
2303,yes,no
2304,yes,yes
2305,yes,no
2306,yes,yes
2307,yes,yes
2310,no,no
2311,yes,no
2312,yes,no
2313,yes,no
2314,yes,no
2315,yes,yes
2316,no,yes
2317,yes,yes
2318,no,no
2319,yes,yes
2320,yes,no
2321,yes,no
2322,yes,yes
2323,yes,no
2324,yes,no
2325,yes,yes
2326,yes,no
2327,yes,no
2328,yes,yes
2329,no,yes
2330,yes,yes
2332,yes,no
2333,yes,yes
2334,yes,no
2335,no,yes
2336,yes,no
2337,yes,no
2338,yes,no
2339,yes,no
2340,yes,no
2341,yes,no
2342,no,yes
2343,yes,yes
2344,yes,yes
2345,no,yes
2346,yes,no
2347,yes,no
2348,yes,yes
2349,yes,yes
2350,no,yes
2351,yes,no
2354,yes,yes
2355,yes,no
2356,yes,no
2357,no,yes
2358,no,no
2359,yes,yes
2360,yes,no
2361,no,yes
2362,yes,no
2363,yes,no
2364,yes,no
2365,yes,no
2366,no,yes
2367,yes,no
2368,yes,yes
2369,yes,yes
2370,no,yes
2371,yes,yes
2372,no,yes
2373,yes,yes
2374,yes,no
2375,yes,yes
2376,yes,no
2377,yes,yes
2378,yes,no
2379,no,yes
2380,yes,no
2381,no,yes
2382,yes,yes
2383,yes,yes
2384,no,yes
2386,yes,yes
2389,yes,yes
2390,yes,no
2391,yes,no
2392,no,yes
2393,yes,no
2394,yes,yes
2396,yes,yes
2397,yes,no
2398,yes,no
2399,yes,no
2400,yes,no
2401,yes,no
2402,yes,no
2403,no,no
2404,no,yes
2405,yes,no
2406,no,no
2407,yes,yes
2408,yes,no
2409,no,yes
2410,no,yes
2411,no,yes
2412,yes,no
2413,yes,yes
2414,yes,no
2416,yes,no
2417,yes,no
2418,yes,yes
2419,no,yes
2421,yes,no
2422,no,yes
2423,yes,no
2424,yes,yes
2425,yes,yes
2426,yes,yes
2427,yes,no
2428,yes,yes
2429,no,no
2430,no,yes
2431,yes,no
2432,yes,no
2433,no,yes
2434,yes,no
2435,no,yes
2436,yes,no
2438,no,yes
2439,no,yes
2440,no,no
2441,no,yes
2442,no,yes
2443,yes,no
2444,yes,yes
2445,yes,no
2446,yes,no
2447,yes,no
2448,yes,no
2449,yes,no
2450,no,no
2451,yes,yes
2452,yes,no
2453,yes,no
2455,no,yes
2457,yes,no
2458,no,yes
2459,no,yes
2461,yes,no
2462,no,yes
2463,no,no
2464,yes,no
2465,yes,no
2466,yes,yes
2467,yes,yes
2468,yes,yes
2469,yes,no
2470,yes,no
2471,yes,yes
2475,yes,no
2476,yes,no
2477,yes,no
2478,yes,yes
2479,no,no
2481,yes,yes
2482,yes,no
2484,no,no
2485,no,no
2486,yes,yes
2487,yes,yes
2488,yes,yes
2489,no,yes
2490,yes,yes
2491,yes,no
2492,yes,yes
2493,yes,no
2494,yes,yes
2495,yes,no
2496,no,yes
2497,no,yes
2498,yes,no
2499,yes,no
2500,yes,no
2501,yes,yes
2502,yes,no
2503,yes,yes
2504,yes,no
2505,yes,yes
2506,yes,no
2507,no,yes
2509,yes,no
2510,yes,yes
2511,yes,no
2512,yes,no
2513,yes,no
2517,yes,yes
2518,yes,yes
2519,no,yes
2520,yes,yes
2521,yes,yes
2522,no,yes
2523,yes,no
2524,yes,yes
2525,yes,yes
2529,yes,no
2530,yes,yes
2531,yes,no
2533,yes,no
2534,yes,no
2535,yes,no
2538,no,no
2539,yes,no
2540,yes,no
2541,yes,no
2542,yes,no
2543,yes,yes
2544,no,yes
2545,yes,yes
2546,yes,yes
2547,yes,yes
2548,no,yes
2549,yes,no
2553,yes,yes
2554,yes,yes
2555,yes,yes
2556,yes,yes
2557,no,yes
2559,yes,yes
2560,yes,yes
2561,yes,no
2562,yes,yes
2563,yes,no
2565,yes,no
2566,no,yes
2567,yes,yes
2568,yes,yes
2569,yes,yes
2570,no,yes
2571,yes,yes
2572,yes,yes
2573,yes,yes
2576,yes,no
2577,yes,no
2578,yes,yes
2579,yes,yes
2580,yes,yes
2581,yes,no
2583,yes,no
2584,yes,no
2585,yes,no
2586,yes,no
2587,yes,no
2588,yes,no
2589,yes,yes
2590,yes,no
2591,no,yes
2593,yes,no
2594,yes,no
2596,yes,yes
2597,yes,no
2598,yes,yes
2599,yes,yes
2600,yes,yes
2603,yes,yes
2604,yes,yes
2605,no,no
2606,yes,no
2607,yes,yes
2608,no,yes
2609,no,yes
2610,no,yes
2611,yes,no
2612,no,yes
2613,yes,yes
2614,yes,no
2615,yes,yes
2616,yes,no
2617,no,no
2618,yes,no
2622,yes,no
2623,yes,no
2624,no,yes
2625,yes,no
2626,yes,no
2627,yes,no
2628,yes,yes
2629,yes,no
2630,yes,yes
2631,yes,no
2632,yes,no
2633,yes,no
2634,yes,yes
2637,yes,yes
2638,yes,no
2639,yes,no
2640,yes,yes
2641,yes,yes
2642,yes,yes
2644,yes,no
2645,yes,no
2646,yes,no
2647,no,yes
2648,yes,no
2649,yes,no
2650,yes,yes
2651,no,yes
2652,yes,no
2653,yes,no
2654,yes,no
2655,yes,no
2656,no,yes
2657,yes,no
2658,yes,yes
2659,yes,no
2660,yes,yes
2661,yes,no
2662,yes,yes
2663,yes,no
2668,no,yes
2669,yes,no
2670,yes,yes
2673,yes,yes
2674,yes,yes
2675,yes,yes
2676,yes,yes
2684,no,no
2685,no,yes
2686,yes,yes
2687,no,yes
2689,yes,yes
2691,yes,no
2692,yes,yes
2693,no,yes
2694,yes,yes
2695,yes,no
2696,yes,yes
2697,no,yes
2698,yes,yes
2699,yes,yes
2700,yes,no
2701,yes,no
2702,yes,no
2703,yes,yes
2704,no,yes
2705,no,yes
2706,yes,yes
2707,yes,yes
2708,yes,no
2709,yes,yes
2710,yes,yes
2711,yes,no
2712,yes,no
2713,yes,no
2714,no,yes
2715,no,no
2716,yes,no
2717,yes,no
2718,yes,no
2721,yes,no
2722,yes,yes
2723,yes,yes
2724,no,yes
2725,no,yes
2726,no,yes
2727,yes,no
2728,yes,no
2729,yes,no
2730,yes,no
2731,no,yes
2732,yes,no
2733,yes,no
2734,no,yes
2735,no,yes
2737,yes,yes
2738,no,yes
2739,yes,no
2740,yes,yes
2741,yes,yes
2742,yes,no
2743,yes,yes
2744,yes,yes
2745,no,yes
2746,yes,yes
2747,yes,no
2748,no,yes
2749,yes,no
2750,no,yes
2752,yes,no
2754,no,yes
2755,yes,no
2756,yes,no
2757,no,no
2758,no,yes
2759,yes,no
2760,yes,yes
2761,yes,no
2762,yes,no
2766,yes,yes
2767,yes,yes
2768,no,yes
2769,yes,yes
2770,yes,yes
2771,yes,no
2773,yes,yes
2775,yes,no
2776,no,yes
2777,yes,yes
2778,yes,no
2779,yes,yes
2780,no,yes
2784,yes,no
2785,yes,no
2786,yes,no
2787,yes,no
2789,yes,no
2790,yes,no
2791,yes,yes
2792,yes,no
2796,yes,no
2797,yes,no
2798,yes,no
2799,no,yes
2800,no,yes
2801,yes,yes
2802,yes,yes
2803,yes,yes
2804,yes,yes
2806,yes,yes
2807,yes,yes
2808,no,yes
2809,no,yes
2810,no,yes
2811,yes,no
2812,yes,yes
2813,no,yes
2817,yes,yes
2818,yes,yes
2819,yes,no
2820,yes,no
2821,yes,no
2822,yes,yes
2826,yes,yes
2827,yes,yes
2828,yes,no
2829,no,yes
2833,yes,no
2834,yes,yes
2841,yes,yes
2842,yes,no
2843,yes,no
2849,no,yes
2853,yes,yes
2854,yes,yes
2855,yes,yes
2857,yes,no
2859,yes,yes
2860,yes,yes
2861,yes,no
2862,yes,yes
2865,yes,yes
2866,no,yes
2867,yes,no
2868,yes,no
2869,no,yes
2870,no,yes
2871,no,yes
2872,yes,no
2873,yes,yes
2874,yes,no
2875,yes,yes
2880,no,yes
2881,yes,yes
2882,yes,yes
2883,yes,yes
2884,no,yes
2885,yes,yes
2886,yes,no
2887,yes,yes
2888,yes,yes
2889,yes,yes
2890,no,no
2891,yes,no
2892,yes,yes
2893,yes,no
2894,no,yes
2896,no,yes
2897,no,yes
2898,yes,no
2899,no,yes
2900,yes,yes
2901,no,yes
2902,yes,yes
2903,yes,no
2904,yes,yes
2906,yes,yes
2907,yes,no
2908,no,yes
2909,yes,no
2910,yes,yes
2911,no,yes
2912,no,yes
2914,yes,yes
2915,yes,yes
2917,no,no
2918,no,yes
2919,yes,no
2923,yes,no
2924,no,yes
2925,yes,no
2926,yes,yes
2927,yes,no
2928,yes,yes
2929,yes,yes
2930,yes,yes
2932,yes,no
2933,yes,yes
2937,no,yes
2938,yes,yes
2939,yes,yes
2943,yes,no
2949,yes,yes
2953,yes,no
2954,no,yes
2955,yes,yes
2956,yes,yes
2957,yes,yes
2958,yes,yes
2959,yes,yes
2960,yes,yes
2961,yes,no
2962,yes,no
2963,yes,no
2964,no,no
2965,no,yes
2966,no,no
2967,yes,yes
2968,yes,yes
2969,yes,yes
2970,yes,yes
2971,no,yes
2972,yes,no
2973,yes,yes
2974,no,yes
2975,no,yes
2976,no,yes
2977,yes,no
2978,no,yes
2979,no,no
2980,no,no
2981,yes,no
2982,yes,yes
2983,yes,no
2984,yes,yes
2985,yes,no
2986,yes,yes
2987,yes,no
2988,yes,yes
2989,yes,yes
2990,yes,no
2994,no,yes
2995,yes,yes
2996,no,yes
2997,no,yes
2998,yes,yes
2999,no,yes
3000,yes,no
3001,yes,no
3002,yes,no
3003,yes,yes
3004,yes,no
3005,yes,yes
3006,no,yes
3007,no,yes
3008,yes,yes
3010,yes,yes
3012,yes,yes
3013,yes,yes
3014,yes,no
3016,yes,yes
3017,yes,no
3018,yes,yes
3019,yes,yes
3020,no,yes
3021,yes,yes
3024,yes,yes
3025,yes,no
3026,yes,no
3027,yes,no
3028,yes,yes
3029,yes,no
3030,no,yes
3031,no,yes
3032,no,yes
3033,yes,yes
3034,yes,yes
3035,yes,no
3037,yes,yes
3038,no,yes
3039,no,yes
3040,no,yes
3041,no,yes
3044,no,yes
3046,yes,no
3047,no,yes
3049,no,yes
3050,yes,yes
3053,yes,yes
3058,yes,yes
3059,no,no
3060,yes,no
3061,no,yes
3062,no,no
3063,yes,no
3064,yes,no
3065,yes,no
3066,no,yes
3067,yes,no
3068,yes,yes
3069,no,yes
3070,no,yes
3071,no,yes
3073,yes,yes
3074,yes,yes
3075,no,yes
3076,no,yes
3077,yes,no
3080,yes,no
3081,no,yes
3082,yes,no
3083,no,yes
3084,yes,no
3085,no,yes
3086,no,yes
3087,yes,yes
3088,yes,no
3089,yes,no
3090,no,yes
3091,no,yes
3092,no,yes
3093,yes,no
3094,yes,no
3095,yes,yes
3096,yes,yes
3097,yes,no
3098,yes,yes
3099,yes,no
3100,yes,yes
3101,yes,no
3102,yes,no
3103,yes,no
3104,yes,no
3108,yes,yes
3109,yes,no
3110,yes,no
3111,yes,yes
3112,yes,yes
3113,yes,yes
3114,no,yes
3115,yes,yes
3116,no,yes
3119,yes,no
3123,yes,yes
3126,yes,no
3127,yes,yes
3128,yes,no
3129,yes,yes
3130,yes,no
3131,yes,yes
3132,yes,no
3133,no,yes
3134,no,yes
3135,yes,no
3137,yes,no
3141,yes,yes
3144,yes,yes
3145,no,yes
3146,yes,yes
3150,yes,yes
3151,yes,no
3152,yes,yes
3153,yes,yes
3154,yes,no
3155,yes,no
3156,no,no
3157,yes,yes
3158,no,yes
3159,yes,yes
3160,yes,yes
3161,no,yes
3162,yes,yes
3163,yes,no
3164,yes,yes
3165,yes,yes
3166,yes,yes
3167,yes,no
3168,yes,yes
3169,yes,no
3170,yes,yes
3171,no,no
3172,no,yes
3173,yes,yes
3177,yes,yes
3178,no,yes
3179,no,yes
3180,yes,yes
3183,yes,yes
3184,yes,no
3185,yes,no
3186,no,yes
3187,yes,no
3188,no,yes
3189,no,yes
3190,yes,no
3191,no,yes
3195,yes,yes
3196,no,yes
3197,yes,no
3198,yes,no
3199,yes,yes
3200,yes,yes
3201,yes,yes
3202,yes,yes
3203,yes,yes
3204,yes,no
3205,yes,no
3208,no,no
3209,yes,no
3210,no,yes
3211,yes,yes
3212,yes,no
3213,yes,no
3214,yes,yes
3215,yes,yes
3216,no,yes
3217,yes,yes
3218,yes,yes
3219,yes,no
3220,yes,no
3221,yes,yes
3225,yes,yes
3226,yes,yes
3227,no,no
3228,yes,yes
3229,yes,yes
3230,yes,yes
3233,no,yes
3234,yes,no
3235,no,yes
3236,yes,no
3237,yes,yes
3238,yes,no
3239,yes,yes
3243,yes,yes
3244,yes,no
3245,yes,no
3246,yes,yes
3247,yes,yes
3248,yes,no
3253,no,no
3254,yes,yes
3255,yes,yes
3256,yes,no
3257,yes,no
3258,yes,yes
3259,yes,yes
3260,yes,yes
3264,yes,yes
3265,yes,no
3266,yes,no
3270,yes,no
3271,yes,no
3273,yes,yes
3274,yes,no
3275,yes,no
3276,yes,no
3277,yes,yes
3278,no,yes
3279,yes,no
3280,yes,no
3281,yes,yes
3282,yes,no
3283,yes,yes
3284,yes,yes
3285,yes,yes
3286,yes,no
3287,yes,yes
3288,yes,yes
3289,yes,yes
3290,yes,no
3291,yes,no
3293,yes,no
3294,yes,yes
3295,yes,no
3296,yes,yes
3297,yes,yes
3298,yes,no
3299,yes,yes
3300,yes,yes
3301,no,yes
3302,no,yes
3303,yes,yes
3304,yes,yes
3305,yes,no
3306,yes,yes
3307,yes,yes
3308,yes,yes
3309,yes,yes
3310,yes,yes
3311,no,yes
3312,yes,yes
3313,yes,yes
3314,no,yes
3315,no,yes
3316,no,yes
3317,yes,yes
3318,yes,yes
3319,yes,yes
3320,yes,no
3321,no,yes
3322,no,yes
3323,yes,no
3324,no,yes
3325,yes,yes
3326,yes,yes
3327,yes,yes
3328,yes,yes
3329,yes,yes
3330,yes,no
3331,yes,yes
3332,yes,yes
3333,yes,yes
3334,yes,no
3335,no,yes
3338,yes,yes
3342,no,yes
3343,no,yes
3344,yes,yes
3345,yes,no
3346,yes,no
3347,yes,no
3351,yes,yes
3352,yes,no
3353,yes,no
3354,yes,yes
3355,yes,yes
3356,yes,yes
3357,no,yes
3358,no,yes
3359,yes,no
3360,no,yes
3361,yes,no
3362,yes,no
3363,no,yes
3364,no,yes
3366,yes,yes
3367,yes,yes
3368,yes,no
3369,yes,yes
3370,yes,yes
3371,yes,yes
3375,yes,yes
3376,yes,yes
3377,yes,yes
3378,yes,no
3379,yes,no
3380,yes,no
3381,yes,no
3382,yes,no
3383,yes,yes
3384,no,yes
3387,yes,yes
3388,yes,yes
3389,yes,no
3390,yes,no
3391,yes,no
3392,yes,no
3393,no,yes
3394,yes,yes
3395,yes,yes
3396,yes,no
3397,yes,no
3398,no,yes
3399,yes,yes
3400,no,yes
3401,no,yes
3402,yes,no
3403,yes,no
3404,no,yes
3405,no,yes
3406,no,yes
3407,no,yes
3411,yes,yes
3412,yes,no
3413,yes,yes
3414,yes,no
3415,no,yes
3416,yes,no
3417,yes,yes
3418,yes,yes
3419,yes,yes
3420,yes,yes
3421,yes,no
3422,yes,no
3423,yes,no
3424,no,yes
3425,no,yes
3426,no,yes
3427,yes,no
3428,yes,no
3430,no,yes
3431,yes,no
3432,no,yes
3433,no,yes
3434,yes,no
3437,yes,yes
3438,no,yes
3439,no,yes
3440,yes,yes
3444,yes,yes
3445,yes,no
3446,yes,yes
3447,yes,no
3448,yes,yes
3449,yes,no
3450,yes,no
3451,yes,no
3452,no,yes
3453,yes,yes
3454,yes,no
3455,no,yes
3456,no,yes
3457,no,yes
3458,no,yes
3465,no,yes
3466,yes,yes
3467,yes,no
3468,yes,no
3469,yes,no
3470,no,yes
3472,yes,no
3473,yes,yes
3474,yes,yes
3475,yes,no
3476,yes,yes
3477,yes,yes
3478,yes,no
3479,no,yes
3480,yes,no
3481,yes,yes
3482,yes,yes
3483,yes,yes
3484,yes,yes
3485,yes,yes
3486,yes,no
3487,yes,no
3488,no,yes
3492,no,yes
3493,no,yes
3494,no,yes
3496,yes,no
3497,yes,yes
3498,yes,no
3499,yes,no
3500,yes,no
3504,yes,no
3505,yes,yes
3506,yes,no
3510,yes,no
3511,yes,no
3512,yes,no
3515,yes,yes
3516,no,yes
3517,yes,no
3518,yes,no
3519,no,yes
3520,yes,yes
3521,yes,yes
3523,yes,yes
3524,yes,yes
3525,yes,no
3526,yes,no
3527,yes,no
3528,yes,no
3529,yes,yes
3530,yes,yes
3531,yes,no
3532,no,yes
3533,no,yes
3534,yes,no
3535,no,no
3536,no,yes
3538,no,no
3539,yes,yes
3540,no,yes
3541,no,no
3542,yes,yes
3543,no,yes
3544,no,yes
3545,no,yes
3546,yes,no
3547,yes,no
3548,yes,yes
3549,yes,no
3550,yes,yes
3551,yes,yes
3552,yes,no
3553,yes,yes
3554,yes,no
3555,no,yes
3556,yes,no
3557,yes,yes
3558,no,yes
3559,yes,yes
3560,yes,yes
3561,no,yes
3562,no,yes
3563,no,yes
3564,yes,yes
3565,yes,yes
3567,yes,no
3568,yes,no
3569,no,yes
3571,no,yes
3572,no,yes
3573,yes,no
3576,yes,no
3577,yes,no
3578,yes,yes
3579,yes,yes
3580,yes,no
3581,yes,yes
3582,no,yes
3583,yes,yes
3584,yes,yes
3585,yes,yes
3586,no,yes
3587,yes,no
3588,yes,no
3589,yes,yes
3590,no,yes
3594,yes,yes
3595,yes,no
3596,yes,yes
3597,yes,no
3598,yes,no
3599,yes,yes
3600,no,yes
3601,yes,yes
3602,no,yes
3603,yes,yes
3604,yes,yes
3605,yes,no
3606,yes,no
3607,no,yes
3608,yes,no
3609,yes,yes
3610,yes,no
3611,yes,no
3613,yes,no
3614,yes,yes
3615,no,yes
3616,yes,yes
3617,yes,yes
3618,yes,no
3619,yes,no
3620,yes,yes
3621,yes,yes
3622,yes,yes
3623,yes,yes
3624,yes,yes
3625,no,yes
3626,yes,yes
3630,yes,no
3631,yes,yes
3632,yes,yes
3636,yes,yes
3639,yes,yes
3643,yes,yes
3644,no,yes
3645,yes,no
3648,yes,yes
3649,no,yes
3650,yes,yes
3651,no,yes
3652,no,yes
3657,yes,yes
3659,yes,yes
3663,yes,yes
3664,yes,yes
3665,yes,yes
3666,yes,no
3667,yes,yes
3668,no,yes
3669,yes,no
3670,yes,yes
3671,yes,yes
3673,yes,yes
3674,no,yes
3675,yes,yes
3676,yes,no
3677,no,no
3678,no,yes
3679,yes,no
3680,yes,no
3681,yes,no
3682,yes,yes
3683,yes,no
3684,no,yes
3685,no,yes
3686,yes,no
3687,yes,yes
3688,yes,yes
3689,yes,no
3690,no,yes
3691,no,yes
3692,yes,no
3694,yes,yes
3696,yes,no
3699,no,no
3700,yes,no
3701,no,yes
3702,yes,yes
3703,no,yes
3704,yes,no
3705,no,yes
3708,yes,no
3709,yes,yes
3710,no,no
3711,yes,no
3712,yes,yes
3713,no,no
3714,yes,no
3715,yes,yes
3716,yes,no
3723,yes,no
3724,yes,yes
3725,yes,no
3726,yes,yes
3727,yes,yes
3728,yes,no
3730,yes,no
3731,no,yes
3732,yes,no
3733,yes,yes
3735,yes,yes
3736,yes,yes
3737,no,yes
3738,yes,yes
3739,yes,yes
3740,yes,no
3741,no,yes
3742,no,yes
3743,no,yes
3744,yes,yes
3745,yes,no
3746,yes,no
3747,no,yes
3748,no,no
3749,no,yes
3750,no,no
3751,yes,no
3752,yes,no
3753,no,no
3754,yes,no
3755,yes,no
3756,no,yes
3758,yes,yes
3759,yes,no
3760,yes,no
3762,yes,yes
3763,yes,no
3764,yes,no
3765,yes,yes
3766,yes,no
3767,yes,yes
3771,yes,yes
3772,yes,yes
3773,yes,yes
3777,yes,no
3780,yes,yes
3781,yes,no
3782,yes,no
3783,yes,no
3784,yes,no
3785,yes,no
3786,no,yes
3787,yes,yes
3788,no,yes
3789,yes,no
3790,no,yes
3791,no,yes
3792,no,yes
3793,yes,no
3794,yes,yes
3795,no,yes
3796,yes,yes
3797,yes,no
3798,no,no
3800,yes,no
3804,yes,no
3805,no,yes
3806,yes,no
3807,no,yes
3808,no,yes
3809,no,yes
3810,yes,yes
3811,no,yes
3812,no,yes
3813,yes,yes
3814,no,yes
3815,yes,yes
3816,no,yes
3817,no,yes
3818,yes,yes
3819,no,yes
3820,yes,no
3821,yes,yes
3822,no,yes
3823,no,no
3824,no,yes
3825,yes,no
3826,no,yes
3827,no,yes
3828,yes,yes
3829,yes,yes
3830,yes,yes
3831,yes,yes
3832,yes,yes
3833,yes,yes
3834,yes,yes
3835,yes,no
3836,yes,no
3837,yes,no
3838,yes,yes
3839,yes,no
3840,yes,yes
3841,yes,yes
3842,yes,no
3843,yes,no
3844,yes,yes
3845,yes,no
3849,yes,no
3850,yes,no
3851,yes,yes
3852,yes,yes
3853,yes,no
3854,yes,yes
3855,yes,yes
3856,no,yes
3857,no,yes
3858,yes,no
3859,no,yes
3860,yes,no
3861,yes,yes
3862,yes,no
3863,no,yes
3867,yes,yes
3868,yes,yes
3869,no,yes
3870,yes,no
3871,yes,no
3872,yes,no
3873,yes,yes
3874,yes,no
3875,yes,no
3879,yes,yes
3880,yes,no
3881,yes,no
3882,yes,yes
3883,yes,yes
3884,yes,no
3887,yes,no
3888,yes,yes
3891,yes,no
3892,yes,yes
3893,yes,yes
3894,yes,no
3895,no,yes
3896,yes,no
3900,yes,no
3901,no,no
3902,yes,no
3903,yes,no
3904,yes,no
3905,no,no
3906,yes,no
3907,yes,no
3908,yes,yes
3909,yes,yes
3910,no,yes
3911,no,yes
3912,yes,no
3913,no,yes
3914,no,yes
3915,yes,yes
3916,yes,no
3917,yes,no
3921,yes,no
3922,yes,no
3923,yes,yes
3924,no,yes
3926,yes,yes
3927,yes,yes
3928,yes,no
3929,yes,no
3931,yes,yes
3932,yes,yes
3933,yes,yes
3934,yes,yes
3935,no,yes
3936,yes,yes
3937,yes,yes
3938,yes,yes
3940,no,yes
3941,yes,yes
3942,yes,no
3943,no,yes
3944,no,yes
3945,no,yes
3947,yes,yes
3950,yes,yes
3951,yes,no
3952,yes,no
3953,yes,no
3955,yes,yes
3956,no,yes
3959,yes,yes
3960,yes,yes
3961,no,no
3962,yes,no
3963,yes,no
3964,no,yes
3965,yes,no
3966,no,yes
3967,yes,no
3968,yes,no
3972,no,yes
3973,yes,yes
3975,yes,yes
3976,yes,no
3977,yes,no
3979,yes,yes
3980,no,yes
3981,yes,yes
3984,no,yes
3985,yes,yes
3986,yes,yes
3987,yes,no
3988,yes,no
3989,no,yes
3990,yes,no
3991,yes,no
3992,yes,no
3993,no,yes
3994,yes,yes
3995,no,yes
3996,no,yes
3997,yes,no
3998,no,yes
3999,yes,yes
4000,yes,yes
4001,yes,yes
4005,yes,no
4006,yes,no
4007,yes,no
4008,yes,no
4009,yes,no
4010,yes,no
4011,no,yes
4012,yes,yes
4013,yes,yes
4014,yes,no
4015,no,no
4016,yes,no
4017,yes,yes
4018,yes,yes
4019,yes,no
4023,yes,yes
4024,no,yes
4025,yes,yes
4028,yes,no
4029,yes,yes
4030,yes,no
4031,yes,yes
4032,yes,yes
4033,yes,no
4034,no,yes
4037,yes,no
4038,no,yes
4040,yes,no
4041,yes,yes
4042,no,yes
4043,yes,yes
4044,yes,yes
4045,yes,yes
4046,yes,yes
4050,yes,no
4051,yes,yes
4052,yes,no
4053,yes,no
4055,yes,no
4056,yes,yes
4057,yes,yes
4058,yes,yes
4059,yes,yes
4060,no,no
4061,no,yes
4062,yes,yes
4063,yes,yes
4064,yes,yes
4065,yes,no
4066,yes,no
4067,yes,no
4068,no,yes
4069,yes,no
4070,yes,no
4071,yes,yes
4072,yes,yes
4073,yes,no
4074,yes,yes
4075,yes,yes
4076,yes,yes
4078,no,yes
4080,no,yes
4081,no,yes
4082,yes,yes
4083,yes,yes
4084,yes,yes
4085,yes,yes
4087,yes,yes
4088,yes,yes
4089,yes,yes
4090,yes,yes
4091,yes,yes
4092,yes,no
4093,yes,no
4094,yes,no
4095,yes,no
4096,yes,no
4097,yes,no
4099,yes,no
4100,yes,yes
4101,no,yes
4102,no,yes
4103,yes,no
4107,yes,yes
4108,yes,no
4109,yes,no
4110,no,yes
4111,no,yes
4112,yes,no
4116,yes,no
4117,yes,yes
4118,yes,yes
4119,no,yes
4120,no,yes
4121,no,yes
4122,yes,no
4123,yes,no
4124,yes,no
4125,yes,no
4128,yes,yes
4129,yes,yes
4131,no,yes
4132,yes,yes
4133,no,yes
4134,no,yes
4135,yes,yes
4136,yes,yes
4137,no,yes
4138,yes,yes
4139,yes,yes
4140,yes,yes
4141,yes,yes
4142,no,yes
4145,no,yes
4149,no,yes
4150,yes,yes
4151,yes,no
4152,yes,yes
4153,yes,no
4154,yes,yes
4155,no,yes
4156,no,yes
4157,no,yes
4158,yes,no
4159,yes,yes
4160,yes,yes
4161,yes,no
4162,yes,no
4163,yes,yes
4164,yes,yes
4165,yes,yes
4166,no,no
4167,yes,yes
4168,yes,no
4169,yes,yes
4170,yes,yes
4171,yes,yes
4172,yes,no
4173,no,yes
4174,yes,yes
4175,yes,no
4176,yes,no
4177,yes,yes
4178,yes,yes
4179,yes,yes
4180,yes,no
4182,yes,yes
4183,yes,yes
4184,yes,no
4185,yes,no
4186,yes,yes
4187,no,yes
4188,yes,yes
4189,no,yes
4190,yes,no
4194,no,yes
4195,no,yes
4196,yes,no
4197,no,yes
4198,yes,yes
4199,yes,no
4200,yes,no
4201,yes,no
4209,yes,no
4210,yes,no
4211,yes,no
4215,yes,no
4216,yes,yes
4217,yes,no
4218,yes,no
4219,yes,no
4220,no,yes
4224,yes,no
4225,yes,no
4226,yes,no
4230,yes,no
4231,yes,no
4232,yes,yes
4233,yes,no
4234,yes,no
4235,yes,no
4236,no,yes
4237,yes,no
4238,yes,no
4239,yes,yes
4240,yes,yes
4241,yes,no
4244,yes,no
4245,yes,yes
4246,no,yes
4247,yes,no
4248,no,yes
4249,no,yes
4250,yes,yes
4251,yes,no
4252,yes,yes
4253,yes,no
4254,no,yes
4255,yes,yes
4256,no,yes
4257,yes,yes
4258,yes,no
4259,yes,no
4260,yes,yes
4261,yes,yes
4262,yes,yes
4263,no,yes
4264,yes,no
4265,yes,no
4266,yes,no
4267,no,yes
4268,no,yes
4269,yes,yes
4270,yes,yes
4271,yes,yes
4272,no,yes
4273,yes,no
4274,yes,no
4279,yes,no
4281,no,yes
4282,yes,no
4283,no,no
4284,yes,no
4285,no,no
4286,no,yes
4287,yes,yes
4288,yes,yes
4289,yes,yes
4290,yes,yes
4291,yes,no
4292,yes,yes
4293,yes,no
4294,no,yes
4295,yes,no
4299,yes,yes
4300,yes,no
4301,yes,yes
4302,yes,no
4303,yes,no
4304,yes,no
4305,no,yes
4306,no,yes
4307,yes,no
4308,yes,no
4309,yes,no
4310,yes,no
4311,yes,no
4312,yes,no
4313,no,yes
4314,yes,yes
4315,no,yes
4316,yes,no
4317,yes,no
4318,yes,no
4319,yes,yes
4320,yes,yes
